District,lat,lon,T2M,WS2M,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M_MAX,PS
GUNTUR,16.293105770485766,80.07883282211002,27.975950752393977,2.239767441860465,2.779658002735978,69.49371409028727,17.682619699042405,23.043269493844047,33.989801641586865,99.84590971272232
GWALIOR,26.039595710208072,78.14608357344008,26.06002051983584,1.9907523939808482,1.9855471956224349,50.57687414500684,17.388023255813955,20.043358413132694,32.90224350205198,97.88105335157319
HAM|RPUR,31.66707179608159,76.52551332817612,23.205396716826264,1.5532763337893296,3.868673050615595,57.14638850889193,18.005984952120382,18.706969904240765,28.905417236662107,95.37554035567716
HAMIRPUR,25.75101687675398,79.86535003934151,26.01969904240766,1.843891928864569,2.42874829001368,54.38015047879617,17.433248974008208,20.07952804377565,32.4874829001368,99.36443228454172
HANUM>NGARH,29.265979343370937,74.56146257232467,26.131709986320107,1.8213816689466482,1.4448016415868674,44.04251025991792,17.612859097127224,19.755266757865936,33.27072503419973,98.63889192886457
H>PUR,28.722382614761276,77.89312705579779,24.953714090287278,1.911935704514364,2.3437824897400823,53.87683310533515,17.029001367989054,18.949876880984952,31.99035567715458,98.48826265389877
HARDA,22.232407808475255,77.12351954631173,26.09208618331054,2.1515731874145008,3.950697674418605,58.104227086183315,17.958030095759234,20.227298221614227,32.63463064295486,96.91506839945282
HARDOI,27.33033556133116,80.16158044315962,25.41135430916552,1.9319151846785225,2.4404719562243504,54.54596443228455,16.9449658002736,19.58941860465116,32.106415868673054,99.17035567715457
HARIDW>R,29.8813968577679,77.99604384606035,22.792387140902875,1.5796853625171,3.7341450068399458,58.61218194254447,17.10236662106703,18.038228454172366,28.652551299589604,94.51519151846787
HASSAN,12.996417596657205,76.10783036010815,23.17145006839945,2.138919288645691,3.562209302325582,73.54511627906977,18.74997264021888,18.520971272229826,29.020259917920654,91.33135430916553
H>THRAS,27.581715556116766,78.16444018324111,25.75709302325581,1.9030027359781119,1.9263269493844049,50.55861833105335,16.89218878248974,19.661771545827634,32.70270861833105,98.7970314637483
H>VERI,14.738832756639747,75.41648063981673,25.062975376196995,2.851696306429549,3.102168262653899,70.00735294117646,19.041798905608754,20.154644322845417,31.273043775649796,94.26564295485636
HAZARIBAGH,24.062077115790448,85.42587613806288,23.917893296853624,1.9246785225718195,3.6597742818057455,67.04447332421341,16.461757865937074,18.904890560875515,29.858522571819424,96.36716142270862
HOSHANG>B>D,22.59066591125071,77.99068664731013,25.431162790697673,2.168871409028728,4.032694938440493,58.13114911080711,17.958030095759234,19.90267441860465,31.70595759233926,95.71630642954855
IDUKKI,9.83966785672364,77.05684711319451,22.94763337893297,0.38047879616963065,6.45359097127223,83.93307113543091,18.278221614227085,19.75091655266758,27.365396716826265,93.1614705882353
IMPHAL WEST,24.80326563161637,93.87295811487279,20.600704514363883,0.5350068399452804,3.461860465116279,74.79344733242134,16.614548563611493,16.189254445964433,26.313194254445964,90.47989740082079
INDORE,22.713138055147198,75.78222133497978,25.4563269493844,2.4853625170998632,3.064630642954856,57.91972640218878,17.96797537619699,19.54015047879617,32.163666210670314,96.32975376196991
JABALPUR,23.234002978107252,79.97591121883066,24.67957592339261,1.9467168262653902,3.8609644322845416,59.96908344733242,17.92280437756498,18.936969904240765,31.32883720930232,95.4096922024624
JAGATSINGHPUR,20.218649361068003,86.33521054919035,26.85123803009576,3.3134131326949383,4.5255540355677155,77.34309165526676,16.84282489740082,24.39095075239398,29.793030095759235,100.76310533515732
JAIPUR,26.976649535819462,75.7198414166513,25.11329685362517,2.0873666210670314,2.009268125854993,48.982510259917916,18.786614227086183,19.08753077975376,32.218214774281805,96.22740766073872
JAISALMER,27.075201334700253,70.90103673323931,27.293638850889195,2.942243502051983,1.1575512995896031,41.15457592339261,20.189357045143637,20.853932968536256,34.337906976744186,98.78471272229822
J>JAPUR,20.856144876893122,86.14944158485359,26.104035567715457,1.8720246238030094,4.653837209302326,73.87147742818058,16.84282489740082,21.452284541723664,31.723761969904242,99.8688508891929
JALAUN,26.091193047794068,79.38580108404649,26.15345417236662,1.8558207934336526,2.3214295485636116,53.1882147742818,17.347797537619698,20.138632010943912,32.715930232558144,99.14816005471955
J>LOR,25.099518026731754,72.21168322281248,26.142250341997265,2.3267783857729136,2.2062995896032835,50.720882352941175,19.98186730506156,19.995396716826264,33.28890560875513,98.07229138166895
JAMTARA,23.975652044582258,86.90746663249772,25.068584131326947,1.9209439124487004,3.8754719562243505,68.50764021887825,16.308967168262654,20.06892612859097,30.832332421340627,98.79649794801641
J>NJG|R - CH>MPA,21.92135008409119,82.5922759676163,25.218372093023252,1.6538508891928867,4.21592339261286,65.80554035567715,17.496367989056086,19.71370041039672,30.98648426812586,97.6553146374829
JASHPUR,22.801104555234122,83.86251057165794,22.78734610123119,1.837797537619699,3.6657455540355675,65.60564295485636,17.001846785225716,17.79487688098495,28.776703146374828,93.007633378933
JAUNPUR,25.746298371191344,82.57497609595434,25.924849521203825,1.9217031463748289,2.5442476060191517,57.7600341997264,16.46469904240766,20.211463748290015,32.49315321477429,99.79138166894664
JHABUA,22.892390393395907,74.67155222851189,25.651675786593707,2.5314021887824896,2.7983994528043774,57.492763337893294,18.09202462380301,19.840492476060195,32.4339534883721,97.24469904240766
DISPUTED (RATLAM & B>NSW>RA),23.21807422458994,74.72457487853451,24.99309165526676,2.5831463748290013,2.956894664842681,57.64123119015048,18.419021887824897,19.213980848153213,31.747106703146372,95.75689466484268
JH>L>W>R,24.335985677181103,76.19344279177078,25.91376196990424,2.3001436388508893,2.122982216142271,53.44479480164159,18.25994528043776,19.684651162790697,33.01704514363885,96.88694938440493
JHANSI,25.50810487238054,78.95085680087169,26.043296853625172,1.9121614227086183,2.317544459644323,53.152831737346105,17.5746853625171,20.100786593707248,32.706450068399455,98.2646443228454
JH>RSUGUDA,21.807224278418904,83.94663968293197,25.52110807113543,1.8873803009575922,3.746969904240766,64.91774281805745,17.288057455540354,20.355109439124487,30.985519835841316,97.474829001368
JHUNJHUN@N,28.09271544917923,75.54965640335051,25.32241450068399,2.0171956224350205,1.7649931600547195,45.9833926128591,18.484452804377565,19.413331053351573,32.386484268125855,96.59282489740083
JODHPUR,26.74777329846481,72.78585360964539,26.857120383036936,2.725082079343365,1.2415731874145006,42.50339945280438,20.177236662106704,20.47472640218878,33.873153214774284,98.07309849521204
J@N>GADH,21.32220399262466,70.4847991996439,26.397749658002738,2.8748358413132697,2.9933720930232557,60.762086183310544,18.983344733242134,20.660225718194255,33.59610123119015,99.59517783857729
KAB|RDH>M,22.092524627537497,81.22250768259993,25.05340629274966,1.7498837209302325,4.167202462380301,61.88222982216142,17.26556771545828,19.586730506155952,31.266080711354306,95.98624487004105
KALABURAGI,17.26045003900806,76.86894973055739,26.25120383036936,2.574794801641587,2.7558891928864573,61.13899452804377,18.43108755129959,20.726299589603283,32.56554035567716,95.03178522571821
KAL>H>NDI,19.86758322525662,83.10793769175868,25.57044459644323,1.7095759233926129,3.4232216142270855,66.09755813953488,16.698098495212037,20.46740766073871,31.507387140902875,96.86323529411764
KANDHAM>L,20.128179788106394,84.04593652874385,24.7950341997264,1.711518467852257,3.41765389876881,67.57057455540357,16.814808481532147,19.895403556771548,30.675246238030102,95.4914363885089
K>NGRA,32.108261892636804,76.3155940910544,19.379445964432286,1.4714295485636115,4.5387961696306425,59.77318741450068,16.943036935704516,15.38578659370725,24.420116279069767,88.96530095759235
UTTAR BASTAR K>NKER,20.137567585979767,81.12270942810784,24.374815321477424,1.8390082079343366,4.180020519835841,68.10945280437755,17.7193365253078,19.43351573187415,30.21489056087551,95.00703830369358
KANNAUJ,27.013601322749224,79.68869001177458,25.6802804377565,1.9064021887824896,2.399049247606019,53.3638098495212,16.73088919288646,19.803488372093025,32.35860465116279,99.2014363885089
KANN@R,12.00110034825507,75.52352413868451,25.15048563611491,0.9166210670314638,7.199316005471958,80.40232558139536,17.94034199726402,22.154240766073872,29.236238030095762,96.37924076607386
KANPUR,26.39107993666,80.20819861844292,25.76166210670315,1.8657113543091657,2.438803009575923,54.31829685362518,16.772852257181945,19.909952120383036,32.23403556771546,99.3066415868673
KANPUR DEHAT,26.439637014986207,79.85293391233093,25.76166210670315,1.8657113543091657,2.438803009575923,54.31829685362518,17.347797537619698,19.909952120383036,32.23403556771546,99.3066415868673
K>RAIK>L,10.933424070316024,79.80294791035328,28.265800273597815,3.993809849521204,3.6664911080711353,77.16396716826266,18.858679890560875,26.587113543091657,30.30499316005472,100.83541039671682
KARAULI,26.523078838605148,76.95870747901105,25.82208618331053,1.9574965800273598,1.995376196990424,50.59010943912448,18.370410396716828,19.655608755129958,32.88363885088919,97.63219562243503
K>SARAGOD,12.462369409609568,75.15102231553703,27.296019151846785,2.2597537619699044,10.130232558139536,78.62634062927496,17.94034199726402,25.329432284541728,29.731183310533513,99.83784541723668
KASGANJ,27.77332713258689,78.84606950000283,25.247564979480167,1.9195690834473322,2.192127222982216,53.55106019151847,16.89218878248974,19.282749658002736,32.1050341997264,98.81637482900138
KATNI,23.752838049922552,80.40139947651825,24.733023255813954,1.8715868673050617,3.121593707250342,59.38555403556772,17.835109439124487,19.029500683994527,31.343666210670317,96.32645690834475
KAUSHAMBI,25.498459524645252,81.41500769119418,26.021655266757868,1.8619972640218876,2.531374829001368,55.871422708618326,16.87794117647059,20.274534883720932,32.477277701778384,99.55987004103967
KENDR>PARHA,20.55257775471462,86.6098812765889,26.9528317373461,3.5383789329685364,5.638461012311902,77.47112859097126,16.84282489740082,25.090848153214775,29.212414500683998,100.81439808481532
KEONJHAR (KENDUJHAR),21.53782019700537,85.70238591596355,24.788625170998632,1.7152257181942543,4.301976744186046,71.13390560875513,16.248255813953488,19.802243502051983,30.617099863201098,96.978146374829
KHERI,28.120956232814233,80.66692639792156,24.970198358413132,1.7969972640218879,3.265574555403557,58.88903556771545,16.495820793433655,19.361682626538986,31.631484268125853,99.08626538987687
KHORDHA,20.091062128074526,85.5142737423709,26.76329685362517,2.9238714090287283,4.043946648426813,74.51994528043775,16.690212038303695,23.451272229822163,30.681094391244873,100.39051299589605
KHOWAI,23.94372427514766,91.6609541207864,24.655595075239397,0.1670793433652531,6.44937756497948,78.87378932968537,16.914876880984952,20.529781121751025,29.59359097127223,99.61917236662106
KHUNTI,22.994323535517502,85.26259893608263,23.482838577291385,1.8527906976744184,4.25702462380301,66.74516415868673,16.29562243502052,18.355239398084816,29.603679890560876,94.55108755129959
GANG>NAGAR,29.395944965005263,73.57053544014353,26.585848153214776,1.8963337893296854,1.373064295485636,41.62194938440492,18.126244870041038,20.133351573187415,33.66505471956224,98.79658686730505
EAST JAINTIA HILLS,25.26568951008766,92.46388440544962,20.121812585499317,0.5122708618331053,7.840341997264022,81.63580027359781,15.400841313269495,16.010800273597813,25.58333789329685,91.60624487004105
KODAGU,12.325015272523382,75.80129103455464,24.00270861833106,0.5996306429548565,7.111757865937073,80.17883720930232,17.94034199726402,20.324124487004102,28.90671682626539,94.31392612859099
KODARMA,24.500046170066057,85.66799569155094,24.5222366621067,1.9345006839945278,3.2160123119015043,64.89736662106704,16.461757865937074,19.30545827633379,30.48967852257182,97.5994733242134
KOLAR,13.139715992802373,78.21787501884052,23.618980848153214,2.744172366621067,3.427934336525307,73.27263337893297,18.92586867305062,18.84137482900137,29.689678522571818,92.1652120383037
KOLLAM,8.96252710871638,76.8717281433956,25.920307797537625,1.4783857729138168,6.253666210670315,82.40221614227086,19.29674418604651,23.050930232558137,29.647093023255817,98.57110807113543
KONDAGAON,19.745700817802042,81.6649188152131,23.83891928864569,1.9456361149110808,3.8220793433652527,69.93708618331054,17.39419972640219,18.969425444596443,29.695998632010944,94.18660738714091
KOPPAL,15.56253365938204,76.22146205023091,26.037763337893296,2.9902462380300956,2.1224897400820795,63.76023255813953,18.953214774281804,20.679917920656635,32.45554719562243,94.78472640218878
KOR>PUT,18.812873581523263,82.71971688544882,23.768262653898766,1.959268125854993,4.160588235294118,70.72008891928864,17.04110123119015,19.065622435020522,29.496114911080717,93.71705198358414
KORBA,22.534684033187318,82.60820431448946,24.71560875512996,1.6394186046511627,4.047667578659371,64.39090287277702,17.18080027359781,19.217900136798907,30.71824897400821,96.40412448700411
KOREA,23.469802325514713,82.23527876146206,23.44768809849521,1.9079822161422708,3.44374829001368,62.204623803009575,17.178201094391245,18.14547879616963,29.879699042407662,94.02404924760602
KOTA,25.109266175936742,76.10608403206236,26.021142270861837,2.103077975376197,2.4132694938440493,53.562202462380306,18.445109439124487,19.759001367989057,33.043638850889195,97.51545143638853
KOTTAYAM,9.637750841023257,76.65069990864343,24.65837893296854,0.6115253077975376,6.706880984952121,82.97098495212039,18.960075239398083,21.586067031463745,28.80406292749658,96.25344049247606
KOZHIKODE,11.485644693851912,75.83330904478464,26.839186046511628,1.8818741450068401,6.852257181942544,79.11402188782489,18.676443228454172,24.669377564979474,29.7140560875513,99.07469904240766
KRISHNA,16.55570732068203,80.79799367233302,27.817975376196987,2.20203146374829,3.3100478796169632,72.8714021887825,17.682619699042405,23.32561559507524,33.46920656634747,100.30487004103968
KULLU,31.902179894203098,77.39885066370525,-0.68530779753762,1.660923392612859,2.7435567715458276,77.03277701778386,17.02326265389877,-5.517161422708618,4.235335157318741,63.01944596443228
KURNOOL,15.53556916939147,78.0129949837541,27.331826265389875,2.7402872777017784,2.0245827633378934,63.809541723666214,18.25904240766074,21.81109439124487,33.827113543091656,96.94713406292752
KUSHINAGAR,26.86275368554641,83.9338463836233,25.001320109439124,1.8892339261285909,4.312291381668946,64.54882352941176,15.965759233926129,19.87801641586867,31.020129958960332,99.70915868673049
LAKSHADWEEP,10.452890717596217,72.9522907284291,28.359658002735976,3.7651778385772916,5.36750341997264,77.78719562243502,18.718495212038306,27.991025991792068,28.69728454172366,100.96212038303693
LALITPUR,24.65350028529617,78.56195758466187,25.02438440492476,2.03296853625171,2.7734746922024627,57.48706566347469,18.003796169630643,19.26876196990424,31.63816005471956,96.44915868673051
LATEHAR,23.71698239072681,84.44479859347061,22.953214774281804,1.8374145006839944,3.786545827633379,64.28782489740081,16.713317373461013,18.01129958960328,28.956703146374828,93.44074555403556
LOHARDAGA,23.47572010659626,84.67177278740787,22.953214774281804,1.8374145006839944,3.786545827633379,64.28782489740081,16.713317373461013,18.01129958960328,28.956703146374828,93.44074555403556
LUCKNOW,26.841978555541385,80.90548995373894,25.4072708618331,1.9130437756497947,2.687845417236662,56.16061559507524,16.772852257181945,19.685430916552665,31.954829001367983,99.31306429548565
MAH>SAMUND,21.207969370679365,82.60831192742958,25.16859781121751,1.800560875512996,4.426046511627907,66.35917920656634,17.496367989056086,19.94565663474692,30.7974487004104,97.01467168262654
MAHE,11.726313502921526,75.53951159619336,26.839186046511628,1.8818741450068401,6.852257181942544,79.11402188782489,18.676443228454172,24.669377564979474,29.7140560875513,99.07469904240766
MAHISAGAR,23.187630644707934,73.64705420546392,26.580383036935704,2.415889192886457,2.5761149110807113,55.82568399452804,18.88486320109439,20.533057455540355,33.584787961696314,98.96935704514362
MAHOBA,25.362799559226655,79.72600296441196,25.97,1.8678180574555403,2.4758481532147742,55.50704514363886,17.433248974008208,20.090034199726404,32.37406976744186,99.11009575923394
MAINPURI,27.18244502129921,79.05210771511474,25.94181258549931,1.882175102599179,1.9993433652530779,51.08079343365253,16.73088919288646,19.885656634746923,32.72474692202462,99.03005471956224
MALAPPURAM,11.13332559665221,76.15437698003731,25.35438440492476,1.2217099863201093,5.65156634746922,80.06806429548564,17.924883720930232,22.12472640218878,29.715889192886454,96.8281121751026
"DISPUTED (S>HIBGANJ, M>LDAH & KATIH>R)",25.228750581515964,87.81047300489276,25.37014363885089,1.918153214774282,3.7893228454172365,67.66707934336524,15.956285909712722,20.346340629274966,31.034432284541722,99.65527359781123
MALKANGIRI,18.25771491560963,81.95049262349221,25.577558139534883,1.6988645690834472,4.271819425444596,70.1089534883721,17.443057455540355,20.737777017783856,31.21471272229822,96.46675786593707
MANDYA,12.611423109405601,76.79723602715416,24.449370725034196,2.4190082079343367,3.1638098495212037,70.92323529411765,18.74997264021888,19.46812585499316,30.625273597811212,93.01052667578661
MANDI,31.63678549799032,76.99156778642765,18.377428180574555,1.5420041039671686,3.9232489740082075,60.14844049247606,18.005984952120382,14.086771545827634,23.755136798905607,87.23764021887824
MANDLA,22.639254109788038,80.51219875889409,24.055225718194258,1.8912995896032831,4.069774281805746,61.53963748290013,17.465731874145007,18.57545827633379,30.552229822161422,94.13167578659372
MANDSAUR,24.204426481977837,75.40514032682756,25.21801641586867,2.518939808481532,2.3030232558139536,55.042749658002734,18.449309165526675,19.184952120383038,32.19640218878249,95.84700410396718
MATHURA,27.597490631634933,77.62589464576978,25.800246238030095,1.8885362517099864,1.9420793433652528,50.1259097127223,17.14264705882353,19.639616963064295,32.90292749658003,98.69817373461011
MAU,26.047455873249223,83.56178598447072,25.618057455540356,2.0211696306429547,2.7495417236662107,60.34050615595075,15.965759233926129,20.111689466484265,31.956162790697675,99.98511627906976
MAY@RBHANJ,21.895371728943946,86.40856799128072,24.11887824897401,1.335923392612859,4.489801641586867,72.16030779753761,16.164589603283176,19.231908344733245,29.932606019151848,96.24443228454172
MEERUT,29.036372849668922,77.78269721797375,24.577270861833107,1.8766894664842684,2.554487004103967,54.78151846785226,17.10236662106703,18.655861833105334,31.570068399452808,98.24286593707251
MIRZAPUR,24.98664819378105,82.6073602608848,25.77844049247606,1.904651162790698,2.5899179206566347,57.42755813953488,17.569076607387142,20.12964432284542,32.21142270861833,98.89095759233925
MOR>D>B>D,28.885592369255242,78.8029237646407,24.76032831737346,1.8180437756497951,2.732482900136799,55.92036935704513,16.646812585499315,19.203173734610125,31.488666210670313,98.15467168262654
MORENA,26.413015121233887,77.86811504191972,26.223686730506156,1.9039398084815324,1.9885636114911083,50.238556771545824,18.221675786593703,20.111792065663472,33.07762653898769,98.75221614227085
MUNGELI,22.24039887722528,81.73055977591595,25.496272229822164,1.6784815321477429,4.200745554035567,62.912188782489736,17.26556771545828,19.899623803009575,31.613023255813953,97.353707250342
MUZAFFARNAGAR,29.41563671106069,77.72528752100551,24.15577975376197,1.8497948016415868,3.079678522571819,57.27167578659371,17.10236662106703,18.447558139534884,31.018057455540358,97.9769904240766
MYS@RU,12.210442198421129,76.44036795801223,23.442948016415865,1.6114090287277703,4.255875512995896,77.34135430916552,18.74997264021888,19.225253077975378,28.882106703146373,92.51781121751027
NABARANGAPUR,19.576483033745678,82.33452271303679,24.40573187414501,1.9085362517099864,3.9872777017783854,69.38852941176471,17.295526675786594,19.540683994528045,30.25826265389877,95.09856361149112
N>GAUR,27.065963930973545,74.17548848921078,25.659186046511625,2.267168262653899,1.7212175102599179,46.11000000000001,18.936108071135433,19.397140902872778,32.863515731874145,96.79413816689464
NAINIT>L,29.31729305720885,79.4632008857972,19.960266757865934,1.4864158686730509,3.6042134062927493,59.99298221614227,17.49535567715458,15.194582763337893,26.139753761969903,89.05114227086183
N>R>INPUR,19.570197673150624,81.08507244730735,24.569254445964432,1.6269288645690831,4.0970246238030095,67.39423392612859,17.39419972640219,19.399404924760603,30.78644322845417,94.73613543091656
NARM>DA,21.736946283540696,73.64496080476712,26.473050615595078,2.6415937072503417,3.6028659370725036,61.182865937072506,18.265882352941176,21.091381668946646,33.109220246238024,98.47160738714089
NARSHIMAPURA,22.936237161380046,79.08788464323443,25.21530095759234,1.999924760601915,3.7589466484268126,58.41870041039672,17.6606292749658,19.3418878248974,31.955403556771547,96.04351573187414
NAY>GARH,20.213176900943747,84.9978021387708,26.513406292749657,2.2485430916552667,3.6826675786593706,70.63072503419973,16.814808481532147,22.229227086183307,31.581682626538985,99.31586183310532
POTTI SRIRAMULU NELLORE,14.418362539289987,79.73893484010507,28.26925444596443,3.3244596443228454,3.458775649794802,72.24976060191518,18.46214090287278,25.29704514363885,31.966627906976747,100.52820109439125
NEW DELHI,28.577155126844783,77.14858795273283,24.976367989056087,1.8461833105335157,2.2940218878248975,52.06456908344733,17.029001367989054,18.921504787961698,32.13434336525308,98.165170998632
NICOBAR,7.515420948446692,93.59452212384961,28.204350205198356,4.6952530779753765,5.383666210670315,80.23843365253077,17.629028727770176,27.75832421340629,28.592927496580028,100.8529685362517
NIMACH,24.590871068922006,75.14173374161565,24.997147742818058,2.423543091655267,2.4550889192886456,55.296983584131326,18.449309165526675,19.141744186046513,31.67250341997264,95.74370725034198
NORTH,27.743445575202507,88.52827493787427,7.462017783857728,1.4500752393980847,5.246053351573187,80.55424076607387,14.480280437756496,3.805889192886457,12.395239398084815,69.31820793433653
NORTH & MIDDLE ANDAMAN,12.84252793141659,92.87047491995986,28.062585499316004,3.906272229822161,6.72030095759234,77.86898084815321,18.126285909712724,27.1624829001368,29.06012311901505,100.7717852257182
NORTH EAST,28.72261508473928,77.2565472108742,25.006395348837213,1.8796853625170997,2.2935978112175106,52.829808481532154,17.029001367989054,18.964432284541722,32.09277701778386,98.428878248974
NORTH GOA,15.549741252250554,73.97665393576008,27.64184678522572,3.1827633378932974,7.899610123119015,75.04725034199727,18.580157318741453,25.680642954856364,30.08487688098495,100.04111491108073
NORTH TRIPURA,24.097014331430156,92.21081354818259,23.674042407660735,0.19938440492476064,6.046634746922025,78.7902804377565,16.42312585499316,19.60689466484268,28.5534268125855,97.28840629274966
NORTH WEST,28.725251175185036,77.0431252740171,24.976367989056087,1.8461833105335157,2.2940218878248975,52.06456908344733,17.029001367989054,18.921504787961698,32.13434336525308,98.165170998632
N@>PARHA,20.466044695788693,82.5768787911023,24.91812585499316,1.7965047879616962,4.161313269493844,66.99264705882354,17.31075923392613,19.85691518467852,30.63208618331053,96.21002735978112
PAKUR,24.564154378431343,87.66261470783314,25.313454172366622,1.895813953488372,3.656456908344733,67.82554719562243,15.809480164158686,20.262742818057458,31.1502462380301,99.33857729138165
P>LAKK>D,10.79564668799878,76.55639820445523,25.35438440492476,1.2217099863201093,5.65156634746922,80.06806429548564,18.153173734610125,22.12472640218878,29.715889192886454,96.8281121751026
PALAMU,24.199753975729337,84.1688807584674,25.012421340629277,1.8209986320109437,3.449179206566347,60.06480848153215,17.050601915184682,19.676853625171,31.117120383036934,96.78403556771546
P>LI,25.706920655311972,73.51959552504182,25.22370041039672,2.3620725034199728,1.8237551299589603,49.59872093023256,19.510971272229824,19.1374829001368,32.46512995896033,95.77700410396716
P>NCH MAH>LS,22.719962131396446,73.62556020103487,26.79235294117647,2.464890560875513,2.8481805745554034,56.98192886456908,18.616778385772918,20.916094391244872,33.74507523939808,99.17260601915183
PANNA,24.42105584071003,80.18900970047015,24.881928864569087,1.9201299589603282,2.8682626538987686,58.69577291381669,17.85977428180575,19.212571819425445,31.307346101231186,96.74228454172366
WEST SINGHBHUM,22.420670176442425,85.51810566465532,24.701032831737344,1.6760328317373459,4.476149110807113,68.07571819425445,16.29562243502052,19.429610123119016,30.76952804377565,96.80656634746923
PATTANAMTHITTA,9.284933959257069,76.92642564262485,24.65837893296854,0.6115253077975376,6.706880984952121,82.97098495212039,18.960075239398083,21.586067031463745,28.80406292749658,96.25344049247606
PAURI GARHW>L,29.879960590588727,78.76376567337905,18.766176470588235,1.5669425444596443,3.7406497948016417,61.74158686730506,17.775095759233924,14.433645690834473,24.33861833105335,87.24170314637483
P|L|BH|T,28.530754880662418,79.99458333638569,24.582236662106702,1.7072093023255814,3.4887414500683995,59.97956224350205,16.471190150478794,19.267284541723665,30.914493844049247,98.60371409028728
PRAKASAM,15.616201980580518,79.5152029683075,27.47573187414501,2.5854035567715457,2.437954856361149,69.19876196990424,18.038857729138165,22.605670314637482,33.66508207934337,98.73050615595075
PRAT>PGARH,24.02924097693927,74.65030403110606,25.803912448700416,2.3528180574555404,2.4986662106703146,54.42844733242134,18.59151162790698,19.689637482900135,32.827120383036934,97.23714774281807
DISPUTED (MANDSAUR & JH>L>W>R),24.12338238447022,75.70362323162529,25.21801641586867,2.518939808481532,2.3030232558139536,55.042749658002734,18.449309165526675,19.184952120383038,32.19640218878249,95.84700410396718
PRATAPGARH,25.872737201193193,81.8290689836039,25.478679890560876,1.9026196990424078,2.719904240766074,58.48126538987688,16.87794117647059,19.86627222982216,31.859842681258552,99.6437756497948
PUDUCHERRY,11.910952347996925,79.73391829320178,28.04360465116279,3.5713679890560877,3.862564979480164,77.2876607387141,18.79906976744186,26.160034199726404,30.3619562243502,100.68885088919289
EAST SINGHBHUM,22.582489396621337,86.45142727438622,24.990348837209304,1.7115116279069764,4.460807113543091,70.19415868673052,16.47704514363885,19.7846511627907,30.914466484268125,97.93350889192887
PURI,19.879081463015147,85.72573237077353,26.76329685362517,2.9238714090287283,4.043946648426813,74.51994528043775,17.295786593707252,23.451272229822163,30.681094391244873,100.39051299589605
RAIBEARELI,26.203741113894264,81.19094281320304,25.570273597811216,1.8689124487004107,2.598549931600547,57.329172366621066,16.573830369357044,19.880820793433653,31.935937072503418,99.52660054719563
R>ICH@R,16.090677777291386,76.8917608551009,27.19490424076607,2.8286662106703147,1.9557250341997263,60.08655266757866,18.873488372093025,21.53097127222982,33.7266415868673,96.07636114911082
RAIGARH,22.08522729599157,83.30306788314111,25.411894664842684,1.6938235294117647,3.9400889192886455,65.17271545827633,17.001846785225716,20.049192886456908,31.050061559507526,97.64878248974007
RAIPUR,21.28580430855111,81.8200871366664,25.51572503419973,1.7557113543091658,4.308413132694938,64.84543091655266,17.64549247606019,19.926463748290015,31.572647058823527,97.69906976744187
RAISEN,23.22006132694471,78.1205896357101,25.721552667578663,2.0479753761969905,3.884774281805746,57.20987004103967,17.813050615595074,19.705677154582766,32.546060191518464,96.65089603283172
R>J NANDGAON,21.03939686787824,80.82005266022686,25.483023255813954,1.8119288645690834,4.093974008207934,64.1744049247606,17.5077975376197,20.10203146374829,31.547667578659368,96.89298221614227
RAJGARH,23.8611579455971,76.73243273481371,25.417462380300957,2.259890560875513,2.5000341997264024,55.02111491108071,18.031812585499317,19.25655950752394,32.51002735978113,96.11183994528045
R>J SAMAND,25.227967817589146,73.89170846144718,24.1559781121751,2.3123803009575923,2.1167099863201093,52.225745554035576,19.510971272229824,18.256935704514362,31.255437756497948,94.04084815321478
RAMGARH,23.63417063599974,85.56436204061347,23.99112859097127,1.8815389876880984,4.1280164158686725,67.26434336525308,16.137298221614227,18.949186046511628,30.02543775649795,96.03385772913816
R>MANAGARAM,12.679131847284511,77.33536811443334,24.2739876880985,2.378467852257182,3.0764911080711355,71.88064295485636,18.937647058823526,19.338399452804378,30.431853625171,92.9504514363885
R>MPUR,28.809844541752888,79.11509713034789,24.327537619699044,1.7469425444596443,3.3267989056087557,57.08761285909713,16.471190150478794,19.253235294117648,30.552414500683998,97.08498632010944
RANCHI,23.328674392165922,85.37527901855312,23.99112859097127,1.8815389876880984,4.1280164158686725,67.26434336525308,16.137298221614227,18.949186046511628,30.02543775649795,96.03385772913816
RATLAM,23.502339213497926,75.08858882505729,25.04573187414501,2.5394117647058825,2.8943502051983585,56.82043775649795,18.14000683994528,19.193563611491108,31.878926128590976,95.90785225718194
R>YAGARHA,19.363492137391336,83.51244096780141,25.027093023255816,1.5983242134062927,3.399603283173734,68.80969220246239,16.698098495212037,20.09642270861833,31.045417236662107,95.63658002735977
REWA,24.75531638537638,81.5872237116848,25.663584131326953,1.8544391244870042,2.6400273597811217,57.59909712722298,17.834835841313268,19.981279069767442,32.17662106703146,98.70205198358413
RUDRAPRAY>G,30.50691414865151,79.05245503990285,13.45078659370725,1.4961833105335158,3.632393980848153,62.22508207934336,16.839938440492478,9.126367989056087,18.908077975376198,78.72968536251709
S>BAR K>NTHA,23.804137929216015,73.03619333831028,26.008919288645693,2.327982216142271,2.522797537619699,52.332920656634755,18.88486320109439,20.040540355677155,32.94231190150479,97.47813269493844
